,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
597,905,Christo,Male,born 1935,1935.0,,"Gabrovo, Bulgaria",,http://www.tate.org.uk/art/artists/christo-christo-javacheff-905
598,907,"Churchill, Sir Winston",Male,1874–1965,1874.0,1965.0,"Blenheim Palace, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-winston-churchill-907
599,93,"Churchyard, Thomas",Male,1798–1865,1798.0,1865.0,"Suffolk, United Kingdom",Woodbridge,http://www.tate.org.uk/art/artists/thomas-churchyard-93
600,908,"Ciardi, Emma",Female,1879–1933,1879.0,1933.0,"Venezia, Italia","Vicenza, Italia",http://www.tate.org.uk/art/artists/emma-ciardi-908
601,12556,"Cidade, Marcelo",Male,born 1979,1979.0,,,,http://www.tate.org.uk/art/artists/marcelo-cidade-12556
602,3086,"Cinicolo, Donato",Male,,,,,,http://www.tate.org.uk/art/artists/donato-cinicolo-3086
603,2485,"Cipriani, Giovanni Battista",Male,1727–1785,1727.0,1785.0,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/giovanni-battista-cipriani-2485
604,4599,"City Racing (Matt Hale; Paul Noble, born 1963; John Burgess; Keith Coventry, born 1958; Peter Owen)",Male,established 1988,1988.0,,,,http://www.tate.org.uk/art/artists/city-racing-matt-hale-paul-noble-born-1963-john-burgess-keith-coventry-born-1958-peter-4599
605,909,"Ciuha, Joze",Male,born 1924,1924.0,,"Trbovlje, Slovenija",,http://www.tate.org.uk/art/artists/joze-ciuha-909
606,95,"Clark, Joseph",Male,1834–1926,1834.0,1926.0,"Dorset, United Kingdom","Ramsgate, United Kingdom",http://www.tate.org.uk/art/artists/joseph-clark-95
607,910,"Clark, Judy",Female,born 1949,1949.0,,"Portsmouth, United Kingdom",,http://www.tate.org.uk/art/artists/judy-clark-910
608,7714,"Clark, Lygia",Female,1920–1988,1920.0,1988.0,"Belo Horizonte, Brasil","Rio de Janeiro, Brasil",http://www.tate.org.uk/art/artists/lygia-clark-7714
609,914,"Clarke Hall, Lady Edna",Female,1879–1979,1879.0,1979.0,"Shipborne, United Kingdom",,http://www.tate.org.uk/art/artists/lady-edna-clarke-hall-914
610,911,"Clarke, Brian",Male,born 1953,1953.0,,"Oldham, United Kingdom",,http://www.tate.org.uk/art/artists/brian-clarke-911
611,912,"Clarke, Geoffrey",Male,born 1924,1924.0,,"Derbyshire, United Kingdom",,http://www.tate.org.uk/art/artists/geoffrey-clarke-912
612,913,"Clarke, Graham",Male,born 1941,1941.0,,United Kingdom,,http://www.tate.org.uk/art/artists/graham-clarke-913
613,915,"Clatworthy, Robert",Male,born 1928,1928.0,,"Bridgwater, United Kingdom",,http://www.tate.org.uk/art/artists/robert-clatworthy-915
614,96,"Clausen, Sir George",Male,1852–1944,1852.0,1944.0,"London, United Kingdom","Newbury, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-clausen-96
615,916,"Clavé, Antoni",Male,1913 – 2005,1913.0,2005.0,"Barcelona, España","Saint-Tropez, France",http://www.tate.org.uk/art/artists/antoni-clave-916
616,9805,"Claydon, Steven",Male,born 1969,1969.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/steven-claydon-9805
617,10518,"Cleijne, Edgar",Male,born 1963,1963.0,,"Eindhoven, Nederland",,http://www.tate.org.uk/art/artists/edgar-cleijne-10518
618,917,"Clemente, Francesco",Male,born 1952,1952.0,,"Napoli, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/francesco-clemente-917
619,918,"Clemente, Jack",Male,1926–1974,1926.0,1974.0,"Novara, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/jack-clemente-918
620,2230,"Clennell, Luke",Male,1781–1840,1781.0,1840.0,"Morpeth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/luke-clennell-2230
621,2261,"Cleyn, Francis",Male,c.1582–1658,1582.0,1658.0,"Rostock, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-cleyn-2261
622,97,"Clint, Alfred",Male,1807–1883,1807.0,1883.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alfred-clint-97
623,98,"Clint, George",Male,1770–1854,1770.0,1854.0,"London, United Kingdom",Kensington,http://www.tate.org.uk/art/artists/george-clint-98
624,919,"Clinton, Margery",Female,1931–2005,1931.0,2005.0,,"Dunbar, United Kingdom",http://www.tate.org.uk/art/artists/margery-clinton-919
625,920,"Close, Chuck",Male,born 1940,1940.0,,"Monroe, United States",,http://www.tate.org.uk/art/artists/chuck-close-920
626,8659,"Closterman, John",Male,1660–1711,1660.0,1711.0,"Osnabrück, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/john-closterman-8659
627,921,"Clough, Prunella",Female,1919–1999,1919.0,1999.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/prunella-clough-921
628,15549,"Cluett, Shelagh",Female,1947–2007,1947.0,2007.0,"Bournemouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/shelagh-cluett-15549
629,922,"Coates, George",Male,1869–1930,1869.0,1930.0,"Melbourne, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/george-coates-922
630,923,"Cockram, George",Male,1861–1950,1861.0,1950.0,"Birkenhead, United Kingdom","Anglesey, United Kingdom",http://www.tate.org.uk/art/artists/george-cockram-923
631,924,"Cohen, Bernard",Male,born 1933,1933.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bernard-cohen-924
632,925,"Cohen, Harold",Male,born 1928,1928.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/harold-cohen-925
633,16113,"Cohen, Lynne",Female,born 1944,1944.0,,"Racine, United States",,http://www.tate.org.uk/art/artists/lynne-cohen-16113
634,926,"Coker, Peter",Male,1926–2004,1926.0,2004.0,"London, United Kingdom","Colchester, United Kingdom",http://www.tate.org.uk/art/artists/peter-coker-926
635,927,"Coldstream, Sir William",Male,1908–1987,1908.0,1987.0,"Belford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-coldstream-927
636,2688,"Coldwell, Paul",Male,born 1952,1952.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/paul-coldwell-2688
637,99,"Cole, George Vicat",Male,1833–1893,1833.0,1893.0,"Portsmouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-vicat-cole-99
