,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
3058,2001,"Still, Clyfford",Male,1904–1980,1904.0,1980.0,"Grandin, United States","Baltimore, United States",http://www.tate.org.uk/art/artists/clyfford-still-2001
3059,11279,"Stingel, Rudolf",Male,born 1956,1956.0,,"Merano, Italia",,http://www.tate.org.uk/art/artists/rudolf-stingel-11279
3060,527,"Stokes, Adrian",Male,1854–1935,1854.0,1935.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/adrian-stokes-527
3061,2002,"Stokes, Adrian",Male,1902–1972,1902.0,1972.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/adrian-stokes-2002
3062,528,"Stokes, Marianne",Female,1855–1927,1855.0,1927.0,"Graz, Österreich","London, United Kingdom",http://www.tate.org.uk/art/artists/marianne-stokes-528
3063,529,"Stone, Marcus",Male,1840–1921,1840.0,1921.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/marcus-stone-529
3064,530,"Storey, George Adolphus",Male,1834–1919,1834.0,1919.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-adolphus-storey-530
3065,531,"Stothard, Thomas",Male,1755–1834,1755.0,1834.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-stothard-531
3066,533,"Stott of Oldham, William",Male,1857–1900,1857.0,1900.0,"Oldham, United Kingdom",,http://www.tate.org.uk/art/artists/william-stott-of-oldham-533
3067,532,"Stott, Edward",Male,1859–1918,1859.0,1918.0,Rochdale,"England, United Kingdom",http://www.tate.org.uk/art/artists/edward-stott-532
3068,5739,"Strakhov-Braslavsky, Adolf",,1896–1979,1896.0,1979.0,,,http://www.tate.org.uk/art/artists/adolf-strakhov-braslavsky-5739
3069,2003,"Strang, Ian",Male,1886–1952,1886.0,1952.0,"London, United Kingdom","Buckinghamshire, United Kingdom",http://www.tate.org.uk/art/artists/ian-strang-2003
3070,534,"Strang, William",Male,1859–1921,1859.0,1921.0,"Dunbarton, United Kingdom","Bournemouth, United Kingdom",http://www.tate.org.uk/art/artists/william-strang-534
3071,387,"Streatfeild, Robert",Male,1786–1852,1786.0,1852.0,,,http://www.tate.org.uk/art/artists/robert-streatfeild-387
3072,535,"Stringer, Daniel",Male,1754–1808,1754.0,1808.0,"Cheshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/daniel-stringer-535
3073,2005,"Stroud, Peter",Male,1921 – 2012,1921.0,2012.0,"Ealing, United Kingdom","Princeton, United States",http://www.tate.org.uk/art/artists/peter-stroud-2005
3074,536,"Strudwick, John Melhuish",Male,1849–1935,1849.0,1935.0,"Clapham, United Kingdom",,http://www.tate.org.uk/art/artists/john-melhuish-strudwick-536
3075,2006,"Strunke, Niklavs",Male,1894–1966,1894.0,1966.0,"Gostynin, Polska","Roma, Italia",http://www.tate.org.uk/art/artists/niklavs-strunke-2006
3076,2339,"Struth, Thomas",Male,born 1954,1954.0,,"Geldern, Deutschland",,http://www.tate.org.uk/art/artists/thomas-struth-2339
3077,2627,"Strutt, Arthur John",Male,1819–1888,1819.0,1888.0,"Chelmsford, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/arthur-john-strutt-2627
3078,537,"Stuart, Gilbert",Male,1755–1828,1755.0,1828.0,"North Kingstown, United States","Boston, United States",http://www.tate.org.uk/art/artists/gilbert-stuart-537
3079,2007,"Stubbing, N.H.",Male,1921–1983,1921.0,1983.0,,,http://www.tate.org.uk/art/artists/nh-stubbing-tony-stubbing-2007
3080,538,"Stubbs, George",Male,1724–1806,1724.0,1806.0,"Liverpool, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-stubbs-538
3081,2008,"Studd, Arthur",Male,1863–1919,1863.0,1919.0,"Leicestershire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-studd-2008
3082,2009,"Studin, Marin",Male,1895–1960,1895.0,1960.0,,,http://www.tate.org.uk/art/artists/marin-studin-2009
3083,10610,"Štyrský, Jindrich",Male,1899–1942,1899.0,1942.0,,"Praha, Ceská Republika",http://www.tate.org.uk/art/artists/jindrich-styrsky-10610
3084,12796,"Suga, Kishio",Male,born 1944,1944.0,,"Morioka, Nihon",,http://www.tate.org.uk/art/artists/kishio-suga-12796
3085,2328,"Sugimoto, Hiroshi",Male,born 1948,1948.0,,"Tokyo, Nihon",,http://www.tate.org.uk/art/artists/hiroshi-sugimoto-2328
3086,12799,"Suh, Do Ho",Male,born 1962,1962.0,,"Soul, Taehan Min'guk",,http://www.tate.org.uk/art/artists/do-ho-suh-12799
3087,8577,"Sullivan, Catherine",Female,born 1968,1968.0,,"Los Angeles, United States",,http://www.tate.org.uk/art/artists/catherine-sullivan-8577
3088,4433,"Sullivan, Christine",Female,born 1959,1959.0,,"Boston, United States",,http://www.tate.org.uk/art/artists/christine-sullivan-4433
3089,2010,"Sullivan, Edmund J.",Male,1869–1933,1869.0,1933.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edmund-j-sullivan-2010
3090,2716,"Sullivan, Luke",Male,1705–1771,1705.0,1771.0,"Louth, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/luke-sullivan-2716
3091,6727,"Sultan, Altoon",Male,born 1948,1948.0,,"Brooklyn, United States",,http://www.tate.org.uk/art/artists/altoon-sultan-6727
3092,6726,"Sultan, Donald",Male,born 1951,1951.0,,"Asheville, United States",,http://www.tate.org.uk/art/artists/donald-sultan-6726
3093,10068,"Sultan, Larry",Male,1946–2009,1946.0,2009.0,"Brooklyn, United States","Marin, United States",http://www.tate.org.uk/art/artists/larry-sultan-10068
3094,2011,"Summers, Carol",Male,born 1925,1925.0,,"Kingston, United States",,http://www.tate.org.uk/art/artists/carol-summers-2011
3095,2534,"Sunderland, Thomas",Male,1744–1823,1744.0,1823.0,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/thomas-sunderland-2534
3096,12053,"Suschitzky, Peter",Male,born 1941,1941.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-suschitzky-12053
3097,2012,"Sutej, Miroslav",Male,born 1936,1936.0,,"Duga Resa, Hrvatska",,http://www.tate.org.uk/art/artists/miroslav-sutej-2012
3098,2575,"Sutherland, Elizabeth Leveson-Gower, Duchess-Countess of",Female,1765–1839,1765.0,1839.0,,,http://www.tate.org.uk/art/artists/elizabeth-leveson-gower-duchess-countess-of-sutherland-2575
3099,2014,"Sutherland, Graham, OM",Male,1903–1980,1903.0,1980.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/graham-sutherland-om-2014
3100,2015,"Sutton, Philip",Male,born 1928,1928.0,,"Poole, United Kingdom",,http://www.tate.org.uk/art/artists/philip-sutton-2015
3101,2236,"Sutton, Trevor",Male,born 1948,1948.0,,"Romford, United States",,http://www.tate.org.uk/art/artists/trevor-sutton-2236
3102,11983,"Swain, Tony",Male,born 1967,1967.0,,"Lisburn, United Kingdom",,http://www.tate.org.uk/art/artists/tony-swain-11983
3103,539,"Swan, John Macallan",Male,1847–1910,1847.0,1910.0,"Brentford, United Kingdom",,http://www.tate.org.uk/art/artists/john-macallan-swan-539
3104,2016,"Swanson, John",Male,born 1938,1938.0,,"Los Angeles, United States",,http://www.tate.org.uk/art/artists/john-swanson-2016
3105,12478,Swoon,Female,born 1977,1977.0,,"New London, United States",,http://www.tate.org.uk/art/artists/swoon-12478
3106,540,"Swynnerton, Annie Louisa",Female,1844–1933,1844.0,1933.0,"Manchester, United Kingdom","Hayling Island, United Kingdom",http://www.tate.org.uk/art/artists/annie-louisa-swynnerton-540
3107,2017,"Sydney, Berenice",Female,1944–1983,1944.0,1983.0,"Esher, United Kingdom",,http://www.tate.org.uk/art/artists/berenice-sydney-2017
3108,2018,"Symons, Patrick",Male,1925–1993,1925.0,1993.0,"Bromley, United Kingdom",,http://www.tate.org.uk/art/artists/patrick-symons-2018
3109,12979,"Szapocznikow, Alina",Female,1926–1973,1926.0,1973.0,"Kalisz, Polska","Haute-Savoie, France",http://www.tate.org.uk/art/artists/alina-szapocznikow-12979
3110,15133,"T R Uthco (Doug Hall born 1944, Diane Andrews Hall born 1945, Jody Procter 1944-1998)",,established 1970,1970.0,,,,http://www.tate.org.uk/art/artists/t-r-uthco-doug-hall-born-1944-diane-andrews-hall-born-1945-jody-procter-1944-1998-15133
3111,4451,"Takahashi, Tomoko",Female,born 1966,1966.0,,"Tokyo, Nihon",,http://www.tate.org.uk/art/artists/tomoko-takahashi-4451
3112,15501,"Takamatsu, Jiro",Male,1936 –1998,1936.0,1998.0,,,http://www.tate.org.uk/art/artists/jiro-takamatsu-15501
3113,2019,Takis,Male,born 1925,1925.0,,"Athínai, Ellás",,http://www.tate.org.uk/art/artists/takis-2019
3114,2020,"Talmage, Algernon",Male,1871–1939,1871.0,1939.0,"Oxfordshire, United Kingdom","Hampshire, United Kingdom",http://www.tate.org.uk/art/artists/algernon-talmage-2020
3115,2021,"Tamayo, Rufino",Male,1899–1991,1899.0,1991.0,"Oaxaca, México",,http://www.tate.org.uk/art/artists/rufino-tamayo-2021
3116,7376,"Tan, Fiona",Female,born 1966,1966.0,,"Pakanbaru, Indonesia",,http://www.tate.org.uk/art/artists/fiona-tan-7376
3117,2022,"Tanabe, Takao",Male,born 1926,1926.0,,"British Columbia, Canada",,http://www.tate.org.uk/art/artists/takao-tanabe-2022
3118,15957,"Tanavoli, Parviz",Male,born 1937,1937.0,,"Tehran, Îran",,http://www.tate.org.uk/art/artists/parviz-tanavoli-15957
3119,2023,"Tanguy, Yves",Male,1900–1955,1900.0,1955.0,"Paris, France","Woodbury, United States",http://www.tate.org.uk/art/artists/yves-tanguy-2023
3120,2024,"Tanning, Dorothea",Female,1910–2012,1910.0,2012.0,"Galesburg, United States","New York, United States",http://www.tate.org.uk/art/artists/dorothea-tanning-2024
3121,2025,"Tapies, Antoni",Male,1923–2012,1923.0,2012.0,"Barcelona, España","Barcelona, España",http://www.tate.org.uk/art/artists/antoni-tapies-2025
3122,2663,"Taslitzky, Boris",Male,1911–2005,1911.0,2005.0,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/boris-taslitzky-2663
3123,2459,"Tassaert, Philippe Joseph",Male,1732–1803,1732.0,1803.0,,,http://www.tate.org.uk/art/artists/philippe-joseph-tassaert-2459
3124,2460,"Taverner, William",Male,1700–1772,1700.0,1772.0,"Canterbury, United Kingdom",,http://www.tate.org.uk/art/artists/william-taverner-2460
3125,541,"Tayler, Frederick",Male,1802–1889,1802.0,1889.0,"Borehamwood, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-tayler-541
3126,542,"Taylor, John, of Bath",Male,1735–1806,1735.0,1806.0,"Bath, United Kingdom","Bath, United Kingdom",http://www.tate.org.uk/art/artists/john-taylor-of-bath-542
3127,2027,"Taylor, Leonard Campbell",Male,1874–1969,1874.0,1969.0,"Oxford, United Kingdom",,http://www.tate.org.uk/art/artists/leonard-campbell-taylor-2027
3128,2347,"Taylor, Marcus",Male,born 1964,1964.0,,"Belfast, United Kingdom",,http://www.tate.org.uk/art/artists/marcus-taylor-2347
3129,2535,"Taylor, Richard",Male,exhibited 1775–1791,1775.0,1791.0,,,http://www.tate.org.uk/art/artists/richard-taylor-2535
3130,2028,"Taylor, Walter",Male,1860–1943,1860.0,1943.0,"Leeds, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/walter-taylor-2028
3131,2595,"Taylor-Johnson, OBE Sam",Female,born 1967,1967.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sam-taylor-johnson-obe-2595
3132,2029,"Tchelitchew, Pavel",Male,1898–1957,1898.0,1957.0,"Kaluga, Rossiya","Grottaferrata, Italia",http://www.tate.org.uk/art/artists/pavel-tchelitchew-2029
3133,11739,"Teixeira Filho, Dalmo",,1923–1981,1923.0,1981.0,,,http://www.tate.org.uk/art/artists/dalmo-teixeira-filho-11739
3134,11984,"Téllez, Javier",Male,born 1969,1969.0,,"Valencia, Venezuela",,http://www.tate.org.uk/art/artists/javier-tellez-11984
3135,543,"Tenniel, Sir John",Male,1820–1914,1820.0,1914.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-tenniel-543
3136,6728,"Teraoka, Masami",Male,born 1936,1936.0,,"Onomichi, Nihon",,http://www.tate.org.uk/art/artists/masami-teraoka-6728
3137,2030,"Teshigahara, Sofu",Male,1900–1979,1900.0,1979.0,"Tokyo, Nihon","Tokyo, Nihon",http://www.tate.org.uk/art/artists/sofu-teshigahara-2030
3138,2031,"Tharrats, Joan-Josep",Male,born 1918,1918.0,,"Gerona, España",,http://www.tate.org.uk/art/artists/joan-josep-tharrats-2031
3139,16241,"Art & Language (Ian Burn, 1939-1993; Mel Ramsden, born 1944)",,,,,,,http://www.tate.org.uk/art/artists/art-language-ian-burn-1939-1993-mel-ramsden-born-1944-16241
3140,2312,"Therrien, Robert",Male,born 1947,1947.0,,"Chicago, United States",,http://www.tate.org.uk/art/artists/robert-therrien-2312
3141,2032,"Thiebaud, Wayne",Male,born 1920,1920.0,,"Mesa, United States",,http://www.tate.org.uk/art/artists/wayne-thiebaud-2032
3142,2033,"Thirsk, John",Male,born 1945,1945.0,,,,http://www.tate.org.uk/art/artists/john-thirsk-2033
3143,544,"Thirtle, John",Male,1777–1839,1777.0,1839.0,"Norwich, United Kingdom",,http://www.tate.org.uk/art/artists/john-thirtle-544
3144,2034,"Thomas, George Havard",Male,1893–1933,1893.0,1933.0,"Sorrento, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/george-havard-thomas-2034
3145,545,"Thomas, George Housman",Male,1824–1868,1824.0,1868.0,"London, United Kingdom","Boulogne-sur-Mer, France",http://www.tate.org.uk/art/artists/george-housman-thomas-545
3146,546,"Thomas, James Havard",Male,1854–1921,1854.0,1921.0,"Bristol, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-havard-thomas-546
3147,547,"Thomas, John",Male,1813–1862,1813.0,1862.0,,,http://www.tate.org.uk/art/artists/john-thomas-547
3148,2035,"Thomkins, André",Male,1930–1985,1930.0,1985.0,"Luzern, Schweiz","Luzern, Schweiz",http://www.tate.org.uk/art/artists/andre-thomkins-2035
3149,2656,"Thompson, Jon",Male,born 1936,1936.0,,"Derbyshire, United Kingdom",,http://www.tate.org.uk/art/artists/jon-thompson-2656
3150,2036,"Thomson, Alfred R.",Male,1894–1979,1894.0,1979.0,"Bangalore, Bharat",,http://www.tate.org.uk/art/artists/alfred-r-thomson-2036
3151,2037,"Thomson, George",Male,1860–1939,1860.0,1939.0,"Scotland, United Kingdom","Boulogne-sur-Mer, France",http://www.tate.org.uk/art/artists/george-thomson-2037
3152,548,"Thomson, Henry",Male,1773–1843,1773.0,1843.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-thomson-548
3153,549,"Thomson, Rev. John, of Duddingston",Male,1778–1840,1778.0,1840.0,"Dailly, United Kingdom","West Lothian, United Kingdom",http://www.tate.org.uk/art/artists/rev-john-thomson-of-duddingston-549
3154,2536,"Thomson, W.",,active 1826,1826.0,1826.0,,,http://www.tate.org.uk/art/artists/w-thomson-2536
3155,550,"Thornhill, Sir James",Male,1675 or 76–1734,1675.0,1734.0,"Dorset, United Kingdom",Stalbridge,http://www.tate.org.uk/art/artists/sir-james-thornhill-550
3156,2038,"Thornton, Alfred",Male,1863–1939,1863.0,1939.0,"Delhi, Bharat","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/alfred-thornton-2038
3157,2039,"Thornton, Valerie",Female,1931–1991,1931.0,1991.0,"London, United Kingdom","Suffolk, United Kingdom",http://www.tate.org.uk/art/artists/valerie-thornton-2039
3158,551,"Thornycroft, Sir Hamo",Male,1850–1925,1850.0,1925.0,"London, United Kingdom","Devon, United Kingdom",http://www.tate.org.uk/art/artists/sir-hamo-thornycroft-551
3159,2040,"Thrall, Arthur",Male,born 1926,1926.0,,"Milwaukee, United States",,http://www.tate.org.uk/art/artists/arthur-thrall-2040
3160,2299,"Thubron, Harry",Male,1915–1985,1915.0,1985.0,,,http://www.tate.org.uk/art/artists/harry-thubron-2299
3161,17408,"Thuring, Caragh",Female,born 1972,1972.0,,"Bruxelles, België",,http://www.tate.org.uk/art/artists/caragh-thuring-17408
3162,2041,"Tibble, Geoffrey",Male,1909–1952,1909.0,1952.0,"Reading, United Kingdom",,http://www.tate.org.uk/art/artists/geoffrey-tibble-2041
3163,11958,"Tickle, Matthew",Male,born 1964,1964.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/matthew-tickle-11958
3164,552,"Tillemans, Peter",Male,c.1684–1734,1684.0,1734.0,"Antwerpen, België","Suffolk, United Kingdom",http://www.tate.org.uk/art/artists/peter-tillemans-552
3165,10836,"Tillim, Guy",Male,born 1962,1962.0,,"Johannesburg, South Africa",,http://www.tate.org.uk/art/artists/guy-tillim-10836
3166,2747,"Tillmans, Wolfgang",Male,born 1968,1968.0,,"Remscheid, Deutschland",,http://www.tate.org.uk/art/artists/wolfgang-tillmans-2747
3167,2042,"Tillyer, William",Male,born 1938,1938.0,,"Middlesbrough, United Kingdom",,http://www.tate.org.uk/art/artists/william-tillyer-2042
3168,9777,"Tilson, Jake",Male,born 1958,1958.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jake-tilson-9777
3169,2043,"Tilson, Joe",Male,born 1928,1928.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/joe-tilson-2043
3170,2044,"Tindle, David",Male,born 1932,1932.0,,"Huddersfield, United Kingdom",,http://www.tate.org.uk/art/artists/david-tindle-2044
3171,2045,"Ting, Walasse",Male,born 1929,1929.0,,"Shanghai, Zhonghua",,http://www.tate.org.uk/art/artists/ting-walasse-2045
3172,2046,"Tinguely, Jean",Male,1925–1991,1925.0,1991.0,"Fribourg, Schweiz","Bern, Schweiz",http://www.tate.org.uk/art/artists/jean-tinguely-2046
3173,8704,"Tiravanija, Rirkrit",Male,born 1961,1961.0,,"Buenos Aires, Argentina",,http://www.tate.org.uk/art/artists/rirkrit-tiravanija-8704
3174,2047,"Tisdall, Hans",Male,1910–1997,1910.0,1997.0,"München, Deutschland",,http://www.tate.org.uk/art/artists/hans-tisdall-2047
3175,2048,"Tissot, James",Male,1836–1902,1836.0,1902.0,"Nantes, France","Doubs, France",http://www.tate.org.uk/art/artists/james-tissot-2048
3176,6110,"Titchner, Mark",Male,born 1973,1973.0,,"Luton, United Kingdom",,http://www.tate.org.uk/art/artists/mark-titchner-6110
3177,2049,"Tobey, Mark",Male,1890–1976,1890.0,1976.0,"Centerville, United States","Basel, Schweiz",http://www.tate.org.uk/art/artists/mark-tobey-2049
3178,2050,"Todd, A.R. Middleton",Male,1891–1966,1891.0,1966.0,"Newlyn, United Kingdom",,http://www.tate.org.uk/art/artists/ar-middleton-todd-2050
3179,11484,"Toderi, Grazia",Female,born 1963,1963.0,,"Padova, Italia",,http://www.tate.org.uk/art/artists/grazia-toderi-11484
3180,2051,"Toft, Albert",Male,1862–1949,1862.0,1949.0,"Birmingham, United Kingdom","Worthing, United Kingdom",http://www.tate.org.uk/art/artists/albert-toft-2051
3181,2052,"Toledano, Edward",Male,born 1919,1919.0,,United States,,http://www.tate.org.uk/art/artists/edward-toledano-2052
3182,2537,Tollemache,,,,,,,http://www.tate.org.uk/art/artists/tollemache-2537
3183,6854,"Tomaselli, Fred",Male,born 1962,1962.0,,"Santa Monica, United States",,http://www.tate.org.uk/art/artists/fred-tomaselli-6854
3184,2461,"Tomkins, William",Male,c.1730–1792,1730.0,1792.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/william-tomkins-2461
3185,2054,"Tomlin, Stephen",Male,1901–1937,1901.0,1937.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/stephen-tomlin-2054
3186,14997,"Tompkins, Hayley",Female,born 1971,1971.0,,"Leighton Buzzard, United Kingdom",,http://www.tate.org.uk/art/artists/hayley-tompkins-14997
3187,2055,"Tonks, Henry",Male,1862–1937,1862.0,1937.0,"Solihull, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-tonks-2055
3188,2056,"Topolski, Feliks",Male,1907–1989,1907.0,1989.0,"Warszawa, Polska",,http://www.tate.org.uk/art/artists/feliks-topolski-2056
3189,16792,"Toren, Amikam",Male,born 1945,1945.0,,"Yerushalayim, Yisra'el",,http://www.tate.org.uk/art/artists/amikam-toren-16792
3190,2057,"Torner, Gustavo",Male,born 1925,1925.0,,"Cuenca, España",,http://www.tate.org.uk/art/artists/gustavo-torner-2057
3191,9546,"Torres, Rubén Ortiz",Male,born 1964,1964.0,,,,http://www.tate.org.uk/art/artists/ruben-ortiz-torres-9546
3192,17656,"Totchemetcheho, Léonard Cosme",,,,,,,http://www.tate.org.uk/art/artists/totche-17656
3193,2058,"Toulouse-Lautrec, Henri de",Male,1864–1901,1864.0,1901.0,"Albi, France","Langon, France",http://www.tate.org.uk/art/artists/henri-de-toulouse-lautrec-2058
3194,2059,"Tousignant, Serge",Male,born 1942,1942.0,,"Québec, Canada",,http://www.tate.org.uk/art/artists/serge-tousignant-2059
3195,2060,"Town, Harold",Male,1924–1990,1924.0,1990.0,"Toronto, Canada",,http://www.tate.org.uk/art/artists/harold-town-2060
3196,553,"Towne, Francis",Male,1739–1816,1739.0,1816.0,"Exeter, United Kingdom","Exeter, United Kingdom",http://www.tate.org.uk/art/artists/francis-towne-553
3197,554,"Townroe, Reuben",Male,1835–1911,1835.0,1911.0,,,http://www.tate.org.uk/art/artists/reuben-townroe-554
3198,2061,"Townsend, William",Male,1909–1973,1909.0,1973.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/william-townsend-2061
3199,2062,"Travis, Ann",Female,born 1931,1931.0,,United Kingdom,,http://www.tate.org.uk/art/artists/ann-travis-2062
3200,9778,"Treister, Suzanne",Female,,,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/suzanne-treister-9778
3201,2063,"Tremblay, Gerard",Male,1928 –1992,1928.0,1992.0,,,http://www.tate.org.uk/art/artists/gerard-tremblay-2063
3202,2064,"Tremlett, David",Male,born 1945,1945.0,,"Cornwall, United Kingdom",,http://www.tate.org.uk/art/artists/david-tremlett-2064
3203,2462,"Tresham, Henry",Male,1750 or 1–1814,1750.0,1814.0,"Dublin, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-tresham-2462
3204,2065,"Trevelyan, Julian",Male,1910–1988,1910.0,1988.0,"Dorking, United Kingdom",,http://www.tate.org.uk/art/artists/julian-trevelyan-2065
3205,2066,"Trockel, Rosemarie",Female,born 1952,1952.0,,"Schwerte, Deutschland",,http://www.tate.org.uk/art/artists/rosemarie-trockel-2066
3206,2067,"Troostwyk, David",Male,1929–2009,1929.0,2009.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/david-troostwyk-2067
3207,2068,"Troubetzkoy, Paul",Male,1866–1938,1866.0,1938.0,Italia,Italia,http://www.tate.org.uk/art/artists/paul-troubetzkoy-2068
3208,2069,"Trova, Ernest",Male,born 1927,1927.0,,"Saint Louis, United States",,http://www.tate.org.uk/art/artists/ernest-trova-2069
3209,2540,"Trower, Walter John, Bishop of Gibraltar",Male,c.1804–1877,1804.0,1877.0,,"West Sussex, United Kingdom",http://www.tate.org.uk/art/artists/walter-john-trower-bishop-of-gibraltar-2540
3210,2070,"Tryon, Wyndham",Male,1883–1942,1883.0,1942.0,"London, United Kingdom","Southampton, United Kingdom",http://www.tate.org.uk/art/artists/wyndham-tryon-2070
3211,2071,"Tsai, Wen-Ying",Male,1928–2013,1928.0,2013.0,"Xiamen, Zhonghua",,http://www.tate.org.uk/art/artists/tsai-wen-ying-2071
3212,2072,"Tsapline, Dmitri",Male,1890–1967,1890.0,1967.0,Rossiya,Moskva,http://www.tate.org.uk/art/artists/dmitri-tsapline-2072
3213,2073,"Tucker, William",Male,born 1935,1935.0,,"Al-Qahirah, Misr",,http://www.tate.org.uk/art/artists/william-tucker-2073
3214,2227,"Tudor, Thomas",Male,1785–1855,1785.0,1855.0,,,http://www.tate.org.uk/art/artists/thomas-tudor-2227
3215,555,"Tuke, Henry Scott",Male,1858–1929,1858.0,1929.0,"York, United Kingdom","Falmouth, United Kingdom",http://www.tate.org.uk/art/artists/henry-scott-tuke-555
3216,2074,"Tunnard, John",Male,1900–1971,1900.0,1971.0,"Sandy, United Kingdom",,http://www.tate.org.uk/art/artists/john-tunnard-2074
3217,2596,"Turk, Gavin",Male,born 1967,1967.0,,"Surrey, United Kingdom",,http://www.tate.org.uk/art/artists/gavin-turk-2596
3218,11960,"Turnbull, Alison",Female,born 1956,1956.0,,"Bogotá, Colombia",,http://www.tate.org.uk/art/artists/alison-turnbull-11960
3219,2075,"Turnbull, William",Male,1922–2012,1922.0,2012.0,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/william-turnbull-2075
3220,2076,"Turner, Alfred",Male,1874–1940,1874.0,1940.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alfred-turner-2076
3221,13824,"Turner, Bruce",Male,1894–1963,1894.0,1963.0,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/bruce-turner-13824
3222,556,"Turner, Charles",Male,1774–1857,1774.0,1857.0,"Woodstock, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-turner-556
3223,557,"Turner, Daniel",Male,active 1782–1801,1782.0,1801.0,,,http://www.tate.org.uk/art/artists/daniel-turner-557
3224,2216,"Turner, F.C.",Male,active 1810–1846,1810.0,1846.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/fc-turner-2216
3225,558,"Turner, Joseph Mallord William",Male,1775–1851,1775.0,1851.0,"London, United Kingdom","Chelsea, United Kingdom",http://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558
3226,2566,"Turner, W.",Male,19th century,1800.0,1899.0,,,http://www.tate.org.uk/art/artists/w-turner-2566
3227,559,"Turner, William, of Oxford",Male,1789–1862,1789.0,1862.0,"Oxfordshire, United Kingdom",Oxford,http://www.tate.org.uk/art/artists/william-turner-of-oxford-559
3228,2077,"Turner, Winifred",Female,1903–1983,1903.0,1983.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/winifred-turner-2077
3229,7017,"Turrell, James",Male,born 1943,1943.0,,"Pasadena, United States",,http://www.tate.org.uk/art/artists/james-turrell-7017
3230,2541,"Turton, M.",,19th century ?,1800.0,1899.0,,,http://www.tate.org.uk/art/artists/m-turton-2541
3231,8006,"Tuttle, Richard",Male,born 1941,1941.0,,"Rahway, United States",,http://www.tate.org.uk/art/artists/richard-tuttle-8006
3232,2612,"Tuymans, Luc",Male,born 1958,1958.0,,België,,http://www.tate.org.uk/art/artists/luc-tuymans-2612
3233,2078,"Tweed, John",Male,1869–1933,1869.0,1933.0,"Glasgow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-tweed-2078
3234,2079,"Twombly, Cy",Male,1928–2011,1928.0,2011.0,"Lexington, United States","Roma, Italia",http://www.tate.org.uk/art/artists/cy-twombly-2079
3235,6729,"Tworkov, Jack",Male,1900–1982,1900.0,1982.0,"Lublin, Polska","Provincetown, United States",http://www.tate.org.uk/art/artists/jack-tworkov-6729
3236,2080,"Tyrwhitt, Ursula",Female,1878–1966,1878.0,1966.0,"Nazeing, United Kingdom","Oxford, United Kingdom",http://www.tate.org.uk/art/artists/ursula-tyrwhitt-2080
3237,2081,"Tyson, Ian",Male,born 1933,1933.0,,"Wallasey, United Kingdom",,http://www.tate.org.uk/art/artists/ian-tyson-2081
3238,4918,"Tyson, Keith",Male,born 1969,1969.0,,"Ulverston, United Kingdom",,http://www.tate.org.uk/art/artists/keith-tyson-4918
